English,Chinese,PartOfSpeech,type,Class,Semester,Unit,Page,VocabularyId,ConceptId,ContentKind,AudioText,AcceptedAnswers,QuizModes,ExampleSentence,ExampleChinese,ExampleStatus,BaseForm,PastTense,PastParticiple,FullForm,ShortForm,RelationType,RelatedTerms,SingularForm,PluralForm,ClozePrompt,ClozeAnswer,NeedsReview,ReviewNotes,SourceKind,SourceFile,SourceImage,OCRConfidence
for <+ a period of time>,做某事做一段時間,preposition,grammar_form,Class 1,First Semester,U1,p.4,,,grammar_pattern,,for <+ a period of time>,en_zh_choice|zh_en_choice|cloze,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233743.jpg,0.96
surname = last name = family name,姓氏,noun,synonym_expression,Class 2,First Semester,U1,p.3,,,phrase,,surname = last name = family name,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,synonym,,,,,,No,等號或同義表達需確認,ocr,way_to_go_10_images_20260814,20260814_233743.jpg,0.96
given name = first name,名字,noun,synonym_expression,Class 2,First Semester,U1,p.3,,,phrase,,given name = first name,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,synonym,,,,,,No,等號或同義表達需確認,ocr,way_to_go_10_images_20260814,20260814_233743.jpg,0.96
flight,班機,noun,synonym_expression,Class 2,First Semester,U1,p.3,,,phrase,flight,flight,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,synonym,,,,,,No,等號或同義表達需確認,ocr,way_to_go_10_images_20260814,20260814_233743.jpg,0.96
gate,大門；登機口,noun,synonym_expression,Class 2,First Semester,U1,p.3,,,phrase,gate,gate,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,synonym,,,,,,No,等號或同義表達需確認,ocr,way_to_go_10_images_20260814,20260814_233743.jpg,0.96
seat,座位；位置,noun,synonym_expression,Class 2,First Semester,U1,p.3,,,phrase,seat,seat,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,synonym,,,,,,No,等號或同義表達需確認,ocr,way_to_go_10_images_20260814,20260814_233743.jpg,0.96
boarding pass,登機證,noun,synonym_expression,Class 2,First Semester,U1,p.3,,,phrase,boarding pass,boarding pass,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,synonym,,,,,,No,等號或同義表達需確認,ocr,way_to_go_10_images_20260814,20260814_233743.jpg,0.96
boarding time,登機時間,noun,synonym_expression,Class 2,First Semester,U1,p.3,,,phrase,boarding time,boarding time,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,synonym,,,,,,No,等號或同義表達需確認,ocr,way_to_go_10_images_20260814,20260814_233743.jpg,0.96
the United States = America,美國,noun,synonym_expression,Class 2,First Semester,U1,p.3,,,phrase,,the United States = America,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,synonym,,,,,,No,等號或同義表達需確認,ocr,way_to_go_10_images_20260814,20260814_233743.jpg,0.96
occupation,職業,noun,synonym_expression,Class 2,First Semester,U1,p.3,,,phrase,occupation,occupation,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,synonym,,,,,,No,等號或同義表達需確認,ocr,way_to_go_10_images_20260814,20260814_233743.jpg,0.96
destination,目的地,noun,synonym_expression,Class 2,First Semester,U1,p.3,,,phrase,destination,destination,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,synonym,,,,,,No,等號或同義表達需確認,ocr,way_to_go_10_images_20260814,20260814_233743.jpg,0.96
coach,教練,noun,synonym_expression,Class 2,First Semester,U1,p.3,,,phrase,coach,coach,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,synonym,,,,,,No,等號或同義表達需確認,ocr,way_to_go_10_images_20260814,20260814_233743.jpg,0.96
British,英國的；英國人,adjective,synonym_expression,Class 2,First Semester,U1,p.3,,,phrase,British,British,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,synonym,,,,,,No,等號或同義表達需確認,ocr,way_to_go_10_images_20260814,20260814_233743.jpg,0.96
permanent,永久的,adjective,synonym_expression,Class 2,First Semester,U1,p.3,,,phrase,permanent,permanent,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,synonym,,,,,,No,等號或同義表達需確認,ocr,way_to_go_10_images_20260814,20260814_233743.jpg,0.96
wear,穿；戴,verb,irregular_verb,Class 5,First Semester,U1,p.6,,,verb_forms,wear,wear|wore|worn,en_zh_choice|zh_en_choice|listening|spelling|verb_forms,,,missing,wear,wore,worn,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233809.jpg,0.96
meet,遇見,verb,irregular_verb,Class 5,First Semester,U1,p.6,,,verb_forms,meet,meet|met|met,en_zh_choice|zh_en_choice|listening|spelling|verb_forms,,,missing,meet,met,met,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233809.jpg,0.96
eat,吃；用餐,verb,irregular_verb,Class 5,First Semester,U1,p.6,,,verb_forms,eat,eat|ate|eaten,en_zh_choice|zh_en_choice|listening|spelling|verb_forms,,,missing,eat,ate,eaten,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233809.jpg,0.96
see,看見；看到,verb,irregular_verb,Class 5,First Semester,U1,p.6,,,verb_forms,see,see|saw|seen,en_zh_choice|zh_en_choice|listening|spelling|verb_forms,,,missing,see,saw,seen,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233809.jpg,0.96
read,閱讀；朗讀,verb,irregular_verb,Class 5,First Semester,U1,p.6,,,verb_forms,read,read|read|read,en_zh_choice|zh_en_choice|listening|spelling|verb_forms,,,missing,read,read,read,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233809.jpg,0.96
try,嘗試；試圖,verb,irregular_verb,Class 5,First Semester,U1,p.6,,,verb_forms,try,try|tried|tried,en_zh_choice|zh_en_choice|listening|spelling|verb_forms,,,missing,try,tried,tried,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233809.jpg,0.96
study,研讀；研究,verb,irregular_verb,Class 5,First Semester,U1,p.6,,,verb_forms,study,study|studied|studied,en_zh_choice|zh_en_choice|listening|spelling|verb_forms,,,missing,study,studied,studied,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233809.jpg,0.96
listen (to),聽；傾聽,verb,irregular_verb,Class 5,First Semester,U1,p.6,,,verb_forms,listen,listen|listened|listened,en_zh_choice|zh_en_choice|listening|spelling|verb_forms,,,missing,listen,listened,listened,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233809.jpg,0.96
once,一次,adverb,word,Class 5,First Semester,U1,p.6,,,word,once,once,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233809.jpg,0.96
twice,兩次,adverb,word,Class 5,First Semester,U1,p.6,,,word,twice,twice,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233809.jpg,0.96
time,次數,noun,word,Class 5,First Semester,U1,p.6,,,word,time,time,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233809.jpg,0.96
caviar,魚子醬,noun,word,Class 5,First Semester,U1,p.6,,,word,caviar,caviar,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233809.jpg,0.96
chemistry,化學,noun,word,Class 5,First Semester,U1,p.6,,,word,chemistry,chemistry,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233809.jpg,0.96
chat (with),（與某人）聊天,verb,phrase,Class 6,First Semester,U1,p.7,,,phrase,chat (with),chat,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233809.jpg,0.96
weather,天氣,noun,phrase,Class 6,First Semester,U1,p.7,,,phrase,weather,weather,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233809.jpg,0.96
Swan Lake,天鵝湖,noun,phrase,Class 6,First Semester,U1,p.7,,,phrase,Swan Lake,Swan Lake,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233809.jpg,0.96
snail,蝸牛,noun,phrase,Class 6,First Semester,U1,p.7,,,phrase,snail,snail,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233809.jpg,0.96
café,咖啡館,noun,phrase,Class 6,First Semester,U1,p.7,,,phrase,café,café,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233809.jpg,0.96
by the way,順帶一提；對了,adverb,phrase,Class 6,First Semester,U1,p.7,,,phrase,by the way,by the way,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233809.jpg,0.96
taste (+ Adj),嚐起來…,verb,phrase,Class 6,First Semester,U1,p.7,,,phrase,taste (+ Adj),taste,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233809.jpg,0.96
famous,有名的,adjective,phrase,Class 6,First Semester,U1,p.7,,,phrase,famous,famous,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233809.jpg,0.96
mean,意思是；表示,verb,irregular_verb,Class 7,First Semester,U1,p.8,,,verb_forms,mean,mean|meant|meant,en_zh_choice|zh_en_choice|listening|spelling|verb_forms,,,missing,mean,meant,meant,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233823.jpg,0.96
look forward to (N / Ving),期待（某事／做某事）,verb_phrase,phrase,Class 7,First Semester,U1,p.8,,,phrase,,look forward to,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233823.jpg,0.96
hope to V,希望；期望,verb_phrase,phrase,Class 7,First Semester,U1,p.8,,,phrase,hope to V,hope to V,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233823.jpg,0.96
a little,一些（+不可數 N）,adverb,phrase,Class 7,First Semester,U1,p.8,,,phrase,a little,a little,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233823.jpg,0.96
a few,一些（+可數 N）,adverb,phrase,Class 7,First Semester,U1,p.8,,,phrase,a few,a few,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233823.jpg,0.96
so far,到目前為止,adverb,phrase,Class 7,First Semester,U1,p.8,,,phrase,so far,so far,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233823.jpg,0.96
especially,特別地；尤其,adverb,phrase,Class 7,First Semester,U1,p.8,,,phrase,especially,especially,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233823.jpg,0.96
kind of (+ Adj),有點…,adverb,phrase,Class 7,First Semester,U1,p.8,,,phrase,kind of (+ Adj),kind of,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233823.jpg,0.96
kind,種類,noun,phrase,Class 7,First Semester,U1,p.8,,,phrase,kind,kind,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233823.jpg,0.96
perfume,香水,noun,phrase,Class 7,First Semester,U1,p.8,,,phrase,perfume,perfume,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233823.jpg,0.96
Italian,義大利文,noun,phrase,Class 7,First Semester,U1,p.8,,,phrase,Italian,Italian,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233823.jpg,0.96
begin,開始,verb,irregular_verb,Class 8,First Semester,U1,p.9,,,verb_forms,begin,begin|began|begun,en_zh_choice|zh_en_choice|listening|spelling|verb_forms,,,missing,begin,began,begun,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233823.jpg,0.96
indent,縮排（不造句）,verb,word,Class 8,First Semester,U1,p.9,,,word,indent,indent,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233823.jpg,0.96
paragraph,文章的段落,noun,word,Class 8,First Semester,U1,p.9,,,word,paragraph,paragraph,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233823.jpg,0.96
topic,主題,noun,word,Class 8,First Semester,U1,p.9,,,word,topic,topic,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233823.jpg,0.96
rule,規則,noun,word,Class 8,First Semester,U1,p.9,,,word,rule,rule,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233823.jpg,0.96
capital letter,大寫字母,noun,word,Class 8,First Semester,U1,p.9,,,word,capital letter,capital letter,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233823.jpg,0.96
period,句號,noun,word,Class 8,First Semester,U1,p.9,,,word,period,period,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233823.jpg,0.96
question mark,問號,noun,word,Class 8,First Semester,U1,p.9,,,word,question mark,question mark,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233823.jpg,0.96
exclamation point,驚嘆號,noun,word,Class 8,First Semester,U1,p.9,,,word,exclamation point,exclamation point,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233823.jpg,0.96
sentence,句子,noun,word,Class 8,First Semester,U1,p.9,,,word,sentence,sentence,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233823.jpg,0.96
line,（文章的）行,noun,word,Class 8,First Semester,U1,p.9,,,word,line,line,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233823.jpg,0.96
space,空格,noun,word,Class 8,First Semester,U1,p.9,,,word,space,space,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233823.jpg,0.96
Hong Kong,香港,noun,word,Class 8,First Semester,U1,p.9,,,word,Hong Kong,Hong Kong,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233823.jpg,0.96
Mexico,墨西哥,noun,word,Class 8,First Semester,U1,p.9,,,word,Mexico,Mexico,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233823.jpg,0.96
forever,永遠,adverb,word,Class 8,First Semester,U1,p.9,,,word,forever,forever,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233823.jpg,0.96
each,每一,adjective,word,Class 8,First Semester,U1,p.9,,,word,each,each,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233823.jpg,0.96
choice,選擇,noun,phrase,Class 9,First Semester,U2,p.11,,,phrase,choice,choice,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233828.jpg,0.96
keyboard,鍵盤,noun,phrase,Class 9,First Semester,U2,p.11,,,phrase,keyboard,keyboard,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233828.jpg,0.96
mouse,滑鼠,noun,phrase,Class 9,First Semester,U2,p.11,,,phrase,mouse,mouse,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233828.jpg,0.96
monitor,螢幕；監視器,noun,phrase,Class 9,First Semester,U2,p.11,,,phrase,monitor,monitor,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233828.jpg,0.96
flat screen monitor,平面螢幕,noun,phrase,Class 9,First Semester,U2,p.11,,,phrase,flat screen monitor,flat screen monitor,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233828.jpg,0.96
web camera,網路攝影機,noun,phrase,Class 9,First Semester,U2,p.11,,,phrase,web camera,web camera,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233828.jpg,0.96
scanner,掃瞄機,noun,phrase,Class 9,First Semester,U2,p.11,,,phrase,scanner,scanner,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233828.jpg,0.96
notebook = laptop,筆記型電腦,noun,phrase,Class 9,First Semester,U2,p.11,,,phrase,,notebook = laptop,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233828.jpg,0.96
printer,印表機,noun,phrase,Class 9,First Semester,U2,p.11,,,phrase,printer,printer,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233828.jpg,0.96
speaker,喇叭,noun,phrase,Class 9,First Semester,U2,p.11,,,phrase,speaker,speaker,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233828.jpg,0.96
price,價錢,noun,phrase,Class 9,First Semester,U2,p.11,,,phrase,price,price,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233828.jpg,0.96
in total,總額,noun,phrase,Class 9,First Semester,U2,p.11,,,phrase,in total,in total,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233828.jpg,0.96
include,包含；包括,noun,phrase,Class 9,First Semester,U2,p.11,,,phrase,include,include,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233828.jpg,0.96
come with,和…一起；附贈,noun,phrase,Class 9,First Semester,U2,p.11,,,phrase,come with,come with,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233828.jpg,0.96
hear,聽說；聽見,verb,irregular_verb,Class 10,First Semester,U2,p.12,,,verb_forms,hear,hear|heard|heard,en_zh_choice|zh_en_choice|listening|spelling|verb_forms,,,missing,hear,heard,heard,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233828.jpg,0.96
take,拿；搭；帶；參加考試；上課,verb,irregular_verb,Class 10,First Semester,U2,p.12,,,verb_forms,take,take|took|taken,en_zh_choice|zh_en_choice|listening|spelling|verb_forms,,,missing,take,took,taken,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233828.jpg,0.96
pay,付款,verb,irregular_verb,Class 10,First Semester,U2,p.12,,,verb_forms,pay,pay|paid|paid,en_zh_choice|zh_en_choice|listening|spelling|verb_forms,,,missing,pay,paid,paid,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233828.jpg,0.96
buy,買；購買,verb,irregular_verb,Class 10,First Semester,U2,p.12,,,verb_forms,buy,buy|bought|bought,en_zh_choice|zh_en_choice|listening|spelling|verb_forms,,,missing,buy,bought,bought,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233828.jpg,0.96
finish + Ving,完成做某事,verb,irregular_verb,Class 10,First Semester,U2,p.12,,,verb_forms,finish,finish|finished|finished,en_zh_choice|zh_en_choice|listening|spelling|verb_forms,,,missing,finish,finished,finished,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233828.jpg,0.96
fire,解雇；開除,verb,irregular_verb,Class 10,First Semester,U2,p.12,,,verb_forms,fire,fire|fired|fired,en_zh_choice|zh_en_choice|listening|spelling|verb_forms,,,missing,fire,fired,fired,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233828.jpg,0.96
talk to,和…說話,verb,irregular_verb,Class 10,First Semester,U2,p.12,,,verb_forms,talk,talk|talked|talked,en_zh_choice|zh_en_choice|listening|spelling|verb_forms,,,missing,talk,talked,talked,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233828.jpg,0.96
rumor,謠言,noun,word,Class 10,First Semester,U2,p.12,,,word,rumor,rumor,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233828.jpg,0.96
bill,帳單,noun,word,Class 10,First Semester,U2,p.12,,,word,bill,bill,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233828.jpg,0.96
boss,老闆,noun,word,Class 10,First Semester,U2,p.12,,,word,boss,boss,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233828.jpg,0.96
principal,校長,noun,word,Class 10,First Semester,U2,p.12,,,word,principal,principal,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233828.jpg,0.96
get in line,排隊,verb_phrase,phrase,Class 11,First Semester,U2,p.10,,,phrase,get in line,get in line,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233837.jpg,0.96
take a look (+ at N),看一下（…東西）,verb_phrase,phrase,Class 11,First Semester,U2,p.10,,,phrase,take a look (+ at N),take a look,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233837.jpg,0.96
check out,試試；看看,verb_phrase,phrase,Class 11,First Semester,U2,p.10,,,phrase,check out,check out,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233837.jpg,0.96
throw in,免費贈送,verb_phrase,phrase,Class 11,First Semester,U2,p.10,,,phrase,throw in,throw in,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233837.jpg,0.96
certainly,的確；當然,adverb,phrase,Class 11,First Semester,U2,p.10,,,phrase,certainly,certainly,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233837.jpg,0.96
packed,擁擠的,adjective,phrase,Class 11,First Semester,U2,p.10,,,phrase,packed,packed,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233837.jpg,0.96
plus,加上,preposition,phrase,Class 11,First Semester,U2,p.10,,,phrase,plus,plus,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233837.jpg,0.96
joystick,搖桿,noun,phrase,Class 11,First Semester,U2,p.10,,,phrase,joystick,joystick,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233837.jpg,0.96
steering wheel,方向盤,noun,phrase,Class 11,First Semester,U2,p.10,,,phrase,steering wheel,steering wheel,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_10_images_20260814,20260814_233837.jpg,0.96
